doc_id,date_year,batch_number,date_full,box_number,folder01,folder02,folder03,folder04
,2015,5247,10/21/2015,197550027,2015 ACA BATCHES,5247 - 10/21/2015,-,-
,2015,5246,10/21/2015,197550027,2015 ACA BATCHES,5246 - 10/21/2015,-,-
,2015,5245,10/20/2015,197550027,2015 ACA BATCHES,5245 - 10/20/2015,-,-
,2015,5244,10/20/2015,197550027,2015 ACA BATCHES,5244 - 10/20/2015,-,-
,2015,5243,10/20/2015,197550027,2015 ACA BATCHES,5243 - 10/20/2015,-,-
,2015,5242,10/19/2015,197550027,2015 ACA BATCHES,5242 - 10/19/2015,-,-
,2015,5241,10/19/2015,197550027,2015 ACA BATCHES,5241 - 10/19/2015,-,-
,2015,5240,10/16/2015,197550027,2015 ACA BATCHES,5240 - 10/16/2015,-,-
,2015,5239,10/14/2015,197550027,2015 ACA BATCHES,5239 - 10/14/2015,-,-
,2015,5238,10/13/2015,197550027,2015 ACA BATCHES,5238 - 10/13/2015,-,-
,2015,5237,10/13/2015,197550027,2015 ACA BATCHES,5237 - 10/13/2015,-,-
,2015,5236,10/9/2015,197550027,2015 ACA BATCHES,5236 - 10/09/2015,-,-
,2015,5235,10/8/2015,197550027,2015 ACA BATCHES,5235 - 10/08/2015,-,-
,2015,5234,10/8/2015,197550027,2015 ACA BATCHES,5234 - 10/08/2015,-,-
,2015,5233,10/8/2015,197550027,2015 ACA BATCHES,5233 - 10/08/2015,-,-
,2015,5232,10/7/2015,197550027,2015 ACA BATCHES,5232 - 10/07/2015,-,-
,2015,5231,10/6/2015,197550027,2015 ACA BATCHES,5231 - 10/06/2015,-,-
,2015,5230,10/6/2015,197550027,2015 ACA BATCHES,5230 - 10/06/2015,-,-
,2015,5229,10/6/2015,197550027,2015 ACA BATCHES,5229 - 10/06/2015,-,-
,2015,5228,10/6/2015,197550027,2015 ACA BATCHES,5228 - 10/06/2015,-,-
,2015,5227,10/5/2015,197550027,2015 ACA BATCHES,5227 - 10/05/2015,-,-
,2015,5226,10/5/2015,197550027,2015 ACA BATCHES,5226 - 10/05/2015,-,-
,2015,5225,10/5/2015,197550027,2015 ACA BATCHES,5225 - 10/05/2015,-,-
,2015,5224,10/2/2015,197550027,2015 ACA BATCHES,5224 - 10/02/2015,-,-
,2015,5223,10/1/2015,197550027,2015 ACA BATCHES,5223 - 10/01/2015,-,-
,2015,5222,10/1/2015,197550027,2015 ACA BATCHES,5222 - 10/01/2015,-,-
,2015,5221,10/1/2015,197550026,2015 ACA BATCHES,5221 - 10/01/2015,-,-
,2015,5220,9/29/2015,197550026,2015 ACA BATCHES,5220 - 09/29/2015,-,-
,2015,5219,9/29/2015,197550026,2015 ACA BATCHES,5219 - 09/29/2015,-,-
,2015,5218,9/29/2015,197550026,2015 ACA BATCHES,5218 - 09/29/2015,-,-
,2015,5217,9/28/2015,197550026,2015 ACA BATCHES,5217 - 09/28/2015,-,-
,2015,5216,9/28/2015,197550026,2015 ACA BATCHES,5216 - 09/28/2015,-,-
,2015,5215,9/25/2015,197550026,2015 ACA BATCHES,5215 - 09/25/2015,-,-
,2015,5214,9/25/2015,197550026,2015 ACA BATCHES,5214 - 09/25/2015,-,-
,2015,5213,9/24/2015,197550026,2015 ACA BATCHES,5213 - 09/24/2015,-,-
,2015,5212,9/24/2015,197550026,2015 ACA BATCHES,5212 - 09/24/2015,-,-
,2015,5194,9/10/2015,197550026,2015 ACA BATCHES,5194 - 09/10/2015,-,-
,2015,5211,9/24/2015,197550026,2015 ACA BATCHES,5211 - 09/24/2015,-,-
,2015,5210,9/23/2015,197550026,2015 ACA BATCHES,5210 - 09/23/2015,-,-
,2015,5209,9/22/2015,197550026,2015 ACA BATCHES,5209 - 09/22/2015,-,-
,2015,5208,9/22/2015,197550026,2015 ACA BATCHES,5208 - 09/22/2015,-,-
,2015,5207,9/22/2015,197550026,2015 ACA BATCHES,5207 - 09/22/2015,-,-
,2015,5206,9/22/2015,197550026,2015 ACA BATCHES,5206 - 09/22/2015,-,-
,2015,5205,9/22/2015,197550026,2015 ACA BATCHES,5205 - 09/22/2015,-,-
,2015,5204,9/21/2015,197550026,2015 ACA BATCHES,5204 - 09/21/2015,-,-
,2015,5203,9/18/2015,197550026,2015 ACA BATCHES,5203 - 09/18/2015,-,-
,2015,5202,9/17/2015,197550026,2015 ACA BATCHES,5202 - 09/17/2015,-,-
,2015,5201,9/16/2015,197550026,2015 ACA BATCHES,5201 - 09/16/2015,-,-
,2015,5200,9/15/2015,197550026,2015 ACA BATCHES,5200 - 09/15/2015,-,-
,2015,5199,9/14/2015,197550026,2015 ACA BATCHES,5199 - 09/14/2015,-,-
,2015,5198,9/14/2015,197550026,2015 ACA BATCHES,5198 - 09/14/2015,-,-
,2015,5197,9/11/2015,197550026,2015 ACA BATCHES,5197 - 09/11/2015,-,-
,2015,5196,9/11/2015,197550026,2015 ACA BATCHES,5196 - 09/11/2015,-,-
,2015,5195,9/11/2015,197550026,2015 ACA BATCHES,5195 - 09/11/2015,-,-
,2015,5193,9/9/2015,197550026,2015 ACA BATCHES,5193 - 09/09/2015,-,-
,2015,5192,9/9/2015,197550026,2015 ACA BATCHES,5192 - 09/09/2015,-,-
,2015,5191,9/9/2015,197550026,2015 ACA BATCHES,5191 - 09/09/2015,-,-
,2015,5190,9/8/2015,197550026,2015 ACA BATCHES,5190 - 09/08/2015,-,-
,2015,5189,9/8/2015,197550026,2015 ACA BATCHES,5189 - 09/08/2015,-,-
,2015,5188,9/4/2015,197550026,2015 ACA BATCHES,5188 - 09/04/2015,-,-
,2015,5187,9/4/2015,197550026,2015 ACA BATCHES,5187 - 09/04/2015,-,-
,2015,5186,9/3/2015,197550026,2015 ACA BATCHES,5186 - 09/03/2015,-,-
,2015,5185,9/3/2015,197550026,2015 ACA BATCHES,5185 - 09/03/2015,-,-
,2015,5184,9/3/2015,197550026,2015 ACA BATCHES,5184 - 09/03/2015,-,-
,2015,5183,9/2/2015,197550026,2015 ACA BATCHES,5183 - 09/02/2015,-,-
,2015,5182,9/1/2015,197550026,2015 ACA BATCHES,5182 - 09/01/2015,-,-
,2015,5181,9/1/2015,197550026,2015 ACA BATCHES,5181 - 09/01/2015,-,-
,2015,5180,9/1/2015,197550026,2015 ACA BATCHES,5180 - 09/01/2015,-,-
,2015,5179,8/31/2015,197550025,2015 ACA BATCHES,5179 - 08/31/2015,-,-
,2015,5178,8/28/2015,197550025,2015 ACA BATCHES,5178 - 08/28/2015,-,-
,2015,5177,8/28/2015,197550025,2015 ACA BATCHES,5177 - 08/28/2015,-,-
,2015,5176,8/27/2015,197550025,2015 ACA BATCHES,5176 - 08/27/2015,-,-
,2015,5175,8/26/2015,197550025,2015 ACA BATCHES,5175 - 08/26/2015,-,-
,2015,5174,8/26/2015,197550025,2015 ACA BATCHES,5174 - 08/26/2015,-,-
,2015,5173,8/25/2015,197550025,2015 ACA BATCHES,5173 - 08/25/2015,-,-
,2015,5172,8/25/2015,197550025,2015 ACA BATCHES,5172 - 08/25/2015,-,-
,2015,5171,8/25/2015,197550025,2015 ACA BATCHES,5171 - 08/25/2015,-,-
,2015,5170,8/25/2015,197550025,2015 ACA BATCHES,5170 - 08/25/2015,-,-
,2015,5169,8/24/2015,197550025,2015 ACA BATCHES,5169 - 08/24/2015,-,-
,2015,5168,8/24/2015,197550025,2015 ACA BATCHES,5168 - 08/24/2015,-,-
,2015,5167,8/21/2015,197550025,2015 ACA BATCHES,5167 - 08/21/2015,-,-
,2015,5166,8/21/2015,197550025,2015 ACA BATCHES,5166 - 08/21/2015,-,-
,2015,5165,8/21/2015,197550025,2015 ACA BATCHES,5165 - 08/21/2015,-,-
,2015,5164,8/20/2015,197550025,2015 ACA BATCHES,5164 - 08/20/2015,-,-
,2015,5163,8/20/2015,197550025,2015 ACA BATCHES,5163 - 08/20/2015,-,-
,2015,5162,8/20/2015,197550025,2015 ACA BATCHES,5162 - 08/20/2015,-,-
,2015,5161,8/19/2015,197550025,2015 ACA BATCHES,5161 - 08/19/2015,-,-
,2015,5160,8/19/2015,197550025,2015 ACA BATCHES,5160 - 08/19/2015,-,-
,2015,5159,8/19/2015,197550025,2015 ACA BATCHES,5159 - 08/19/2015,-,-
,2015,5158,8/18/2015,197550025,2015 ACA BATCHES,5158 - 08/18/2015,-,-
,2015,5157,8/18/2015,197550025,2015 ACA BATCHES,5157 - 08/18/2015,-,-
,2015,5156,8/18/2015,197550025,2015 ACA BATCHES,5156 - 08/18/2015,-,-
,2015,5155,8/18/2015,197550025,2015 ACA BATCHES,5155 - 08/18/2015,-,-
,2015,5154,8/18/2015,197550025,2015 ACA BATCHES,5154 - 08/18/2015,-,-
,2015,5153,8/17/2015,197550025,2015 ACA BATCHES,5153 - 08/17/2015,-,-
,2015,5148,8/12/2015,197550025,2015 ACA BATCHES,5148 - 08/12/2015,-,-
,2015,5149,8/12/2015,197550025,2015 ACA BATCHES,5149 - 08/12/2015,-,-
,2015,5150,8/13/2015,197550025,2015 ACA BATCHES,5150 - 08/13/2015,-,-
,2015,5151,8/14/2015,197550025,2015 ACA BATCHES,5151 - 08/14/2015,-,-
,2015,5147,8/11/2015,197550025,2015 ACA BATCHES,5147 - 08/11/2015,-,-
,2015,5152,8/14/2015,197550025,2015 ACA BATCHES,5152 - 08/14/2015,-,-
,2015,5146,8/11/2015,197550025,2015 ACA BATCHES,5146 - 08/11/2015,-,-
,2015,5145,8/10/2015,197550025,2015 ACA BATCHES,5145 - 08/10/2015,-,-
,2015,5144,8/7/2015,197550025,2015 ACA BATCHES,5144 - 08/07/2015,-,-
,2015,5143,8/7/2015,197550025,2015 ACA BATCHES,5143 - 08/07/2015,-,-
,2015,5142,8/7/2015,197550025,2015 ACA BATCHES,5142 - 08/07/2015,-,-
,2015,5141,8/6/2015,197550025,2015 ACA BATCHES,5141 - 08/06/2015,-,-
,2015,5126,7/30/2015,197550024,2015 ACA BATCHES,5126 - 07/30/2015,-,-
,2015,5125,7/30/2015,197550024,2015 ACA BATCHES,5125 - 07/30/2015,-,-
,2015,5124,7/29/2015,197550024,2015 ACA BATCHES,5124 - 07/29/2015,-,-
,2015,5122,7/29/2015,197550024,2015 ACA BATCHES,5122 - 07/29/2015,-,-
,2015,5121,7/28/2015,197550024,2015 ACA BATCHES,5121 - 07/28/2015,-,-
,2015,5120,7/28/2015,197550024,2015 ACA BATCHES,5120 - 07/28/2015,-,-
,2015,5119,7/28/2015,197550024,2015 ACA BATCHES,5119 - 07/28/2015,-,-
,2015,5118,7/28/2015,197550024,2015 ACA BATCHES,5118 - 07/28/2015,-,-
,2015,5117,7/27/2015,197550024,2015 ACA BATCHES,5117 - 07/27/2015,-,-
,2015,5116,7/27/2015,197550024,2015 ACA BATCHES,5116 - 07/27/2015,-,-
,2015,5115,7/24/2015,197550024,2015 ACA BATCHES,5115 - 07/24/2015,-,-
,2015,5114,7/24/2015,197550024,2015 ACA BATCHES,5114 - 07/24/2015,-,-
,2015,5113,7/24/2015,197550024,2015 ACA BATCHES,5113 - 07/24/2015,-,-
,2015,5112,7/24/2015,197550024,2015 ACA BATCHES,5112 - 07/24/2015,-,-
,2015,5111,7/23/2015,197550024,2015 ACA BATCHES,5111 - 07/23/2015,-,-
,2015,5110,7/23/2015,197550024,2015 ACA BATCHES,5110 - 07/23/2015,-,-
,2015,5109,7/23/2015,197550024,2015 ACA BATCHES,5109 - 07/23/2015,-,-
,2015,5108,7/23/2015,197550024,2015 ACA BATCHES,5108 - 07/23/2015,-,-
,2015,5107,7/23/2015,197550024,2015 ACA BATCHES,5107 - 07/23/2015,-,-
,2015,5106,7/23/2015,197550024,2015 ACA BATCHES,5106 - 07/23/2015,-,-
,2015,5105,7/23/2015,197550024,2015 ACA BATCHES,5105 - 07/23/2015,-,-
,2015,5104,7/22/2015,197550024,2015 ACA BATCHES,5104 - 07/22/2015,-,-
,2015,5103,7/22/2015,197550024,2015 ACA BATCHES,5103 - 07/22/2015,-,-
,2015,5102,7/22/2015,197550024,2015 ACA BATCHES,5102 - 07/22/2015,-,-
,2015,5101,7/22/2015,197550024,2015 ACA BATCHES,5101 - 07/22/2015,-,-
,2015,5140,8/6/2015,197550024,2015 ACA BATCHES,5140 - 08/06/2015,-,-
,2015,5139,8/6/2015,197550024,2015 ACA BATCHES,5139 - 08/06/2015,-,-
,2015,5138,8/5/2015,197550024,2015 ACA BATCHES,5138 - 08/05/2015,-,-
,2015,5137,8/5/2015,197550024,2015 ACA BATCHES,5137 - 08/05/2015,-,-
,2015,5136,8/5/2015,197550024,2015 ACA BATCHES,5136 - 08/05/2015,-,-
,2015,5135,8/4/2015,197550024,2015 ACA BATCHES,5135 - 08/04/2015,-,-
,2015,5134,8/4/2015,197550024,2015 ACA BATCHES,5134 - 08/04/2015,-,-
,2015,5133,8/4/2015,197550024,2015 ACA BATCHES,5133 - 08/04/2015,-,-
,2015,5132,8/4/2015,197550024,2015 ACA BATCHES,5132 - 08/04/2015,-,-
,2015,5131,8/4/2015,197550024,2015 ACA BATCHES,5131 - 08/04/2015,-,-
,2015,5130,8/3/2015,197550024,2015 ACA BATCHES,5130 - 08/03/2015,-,-
,2015,5129,8/3/2015,197550024,2015 ACA BATCHES,5129 - 08/03/2015,-,-
,2015,5128,7/31/2015,197550024,2015 ACA BATCHES,5128 - 07/31/2015,-,-
,2015,5127,7/31/2015,197550024,2015 ACA BATCHES,5127 - 07/31/2015,-,-
,2015,5088,7/17/2015,197550023,2015 ACA BATCHES,5088 - 07/17/2015,-,-
,2015,5087,7/16/2015,197550023,2015 ACA BATCHES,5087 - 07/16/2015,-,-
,2015,5086,7/15/2015,197550023,2015 ACA BATCHES,5086 - 07/15/2015,-,-
,2015,5085,7/14/2015,197550023,2015 ACA BATCHES,5085 - 07/14/2015,-,-
,2015,5084,7/14/2015,197550023,2015 ACA BATCHES,5084 - 07/14/2015,-,-
,2015,5094,7/21/2015,197550023,2015 ACA BATCHES,5094 - 07/21/2015,-,-
,2015,5093,7/21/2015,197550023,2015 ACA BATCHES,5093 - 07/21/2015,-,-
,2015,5092,7/21/2015,197550023,2015 ACA BATCHES,5092 - 07/21/2015,-,-
,2015,5091,7/20/2015,197550023,2015 ACA BATCHES,5091 - 07/20/2015,-,-
,2015,5090,7/20/2015,197550023,2015 ACA BATCHES,5090 - 07/20/2015,-,-
,2015,5089,7/17/2015,197550023,2015 ACA BATCHES,5089 - 07/17/2015,-,-
,2015,5100,7/22/2015,197550023,2015 ACA BATCHES,5100 - 07/22/2015,-,-
,2015,5099,7/22/2015,197550023,2015 ACA BATCHES,5099 - 07/22/2015,-,-
,2015,5098,7/22/2015,197550023,2015 ACA BATCHES,5098 - 07/22/2015,-,-
,2015,5097,7/21/2015,197550023,2015 ACA BATCHES,5097 - 07/21/2015,-,-
,2015,5096,7/21/2015,197550023,2015 ACA BATCHES,5096 - 07/21/2015,-,-
,2015,5095,7/21/2015,197550023,2015 ACA BATCHES,5095 - 07/21/2015,-,-
,2015,5083,7/13/2015,197550023,2015 ACA BATCHES,5083 - 07/13/2015,-,-
,2015,5082,7/13/2015,197550023,2015 ACA BATCHES,5082 - 07/13/2015,-,-
,2015,5081,7/10/2015,197550023,2015 ACA BATCHES,5081 - 07/10/2015,-,-
,2015,5080,7/10/2015,197550023,2015 ACA BATCHES,5080 - 07/10/2015,-,-
,2015,5079,7/9/2015,197550023,2015 ACA BATCHES,5079 - 07/09/2015,-,-
,2015,5078,7/9/2015,197550023,2015 ACA BATCHES,5078 - 07/09/2015,-,-
,2015,5077,7/8/2015,197550023,2015 ACA BATCHES,5077 - 07/08/2015,-,-
,2015,5076,7/8/2015,197550023,2015 ACA BATCHES,5076 - 07/08/2015,-,-
,2015,5075,7/8/2015,197550023,2015 ACA BATCHES,5075 - 07/08/2015,-,-
,2015,5074,7/7/2015,197550023,2015 ACA BATCHES,5074 - 07/07/2015,-,-
,2015,5073,7/7/2015,197550023,2015 ACA BATCHES,5073 - 07/07/2015,-,-
,2015,5072,7/7/2015,197550023,2015 ACA BATCHES,5072 - 07/07/2015,-,-
,2015,5071,7/7/2015,197550023,2015 ACA BATCHES,5071 - 07/07/2015,-,-
,2015,5070,7/6/2015,197550023,2015 ACA BATCHES,5070 - 07/06/2015,-,-
,2015,5069,7/6/2015,197550023,2015 ACA BATCHES,5069 - 07/06/2015,-,-
,2015,5068,7/6/2015,197550023,2015 ACA BATCHES,5068 - 07/06/2015,-,-
,2015,5067,7/6/2015,197550023,2015 ACA BATCHES,5067 - 07/06/2015,-,-
,2015,5066,7/6/2015,197550023,2015 ACA BATCHES,5066 - 07/06/2015,-,-
,2015,5065,7/6/2015,197550023,2015 ACA BATCHES,5065 - 07/06/2015,-,-
,2015,5064,7/3/2015,197550023,2015 ACA BATCHES,5064 - 07/03/2015,-,-
,2015,5063,7/3/2015,197550023,2015 ACA BATCHES,5063 - 07/03/2015,-,-
,2015,5062,7/3/2015,197550023,2015 ACA BATCHES,5062 - 07/03/2015,-,-
,2015,5061,7/3/2015,197550023,2015 ACA BATCHES,5061 - 07/03/2015,-,-
,2015,5060,7/3/2015,197550022,2015 ACA BATCHES,5060 - 07/03/2015,-,-
,2015,5059,7/2/2015,197550022,2015 ACA BATCHES,5059 - 07/02/2015,-,-
